"20110804-182314","FIN","201132011070120110804    8945393005.30    5460870179.06     ","   6.15   ","    "," 5",".25 ","       0",".61     954778174.14  650223328500.11    5539311236.77    888380484   1039523666","MpfFkSqNpgSMJlaxuaRoReqASXvLKRSTrvoHl                       ","","","","","","","2011","3","20110701","20110804","    8945393005.30","    5460870179.06","        6.15","        5.25","        0.61","     954778174.14","  650223328500.11","    5539311236.77","    888380484","   1039523666","MpfFkSqNpgSMJlaxuaRoReqASXvLKRSTrvoHl                       ","201132011070120","110804","8945393005.30    5460870179.06        6.15        5.25        0.61    "," 95477","23328500",".11    5","539311236.77"
"20110804-225632","FIN","201132011070120110804    5824505319.67     402060141.52     ","   0.54   ","    "," 0",".54 ","       0",".07     691408262.06  600345747034.06    2946914742.66    744753418    745832807","HJNISrzXJAGqLGLwAGfOJQnNdLxjAYieOFFgDNUB                    ","","","","","","","2011","3","20110701","20110804","    5824505319.67","     402060141.52","        0.54","        0.54","        0.07","     691408262.06","  600345747034.06","    2946914742.66","    744753418","    745832807","HJNISrzXJAGqLGLwAGfOJQnNdLxjAYieOFFgDNUB                    ","201132011070120","110804","5824505319.67     402060141.52        0.54        0.54        0.07    "," 69140","45747034",".06    2","946914742.66"
"20110805-215501","FIN","201132011070120110805    4131676877.19    2831738824.54     ","   3.68   ","    "," 3",".54 ","       0",".69     797961140.84  678132722391.06    1939053095.17    770391416    798833304","UxxYeiIzXkKNVkQXVetIBPIPWGRYwWRbkKpG                        ","","","","","","","2011","3","20110701","20110805","    4131676877.19","    2831738824.54","        3.68","        3.54","        0.69","     797961140.84","  678132722391.06","    1939053095.17","    770391416","    798833304","UxxYeiIzXkKNVkQXVetIBPIPWGRYwWRbkKpG                        ","201132011070120","110805","4131676877.19    2831738824.54        3.68        3.54        0.69    "," 79796","32722391",".06    1","939053095.17"
"20110805-220317","FIN","201132011070120110805    3365359436.68    1297629114.44     ","  12.70   ","    ","10",".72 ","       0",".39      25472596.09  653774190714.99    5189491836.12    102147018    121063420","0000039042","","","","","","","2011","3","20110701","20110805","    3365359436.68","    1297629114.44","       12.70","       10.72","        0.39","      25472596.09","  653774190714.99","    5189491836.12","    102147018","    121063420","0000039042","201132011070120","110805","3365359436.68    1297629114.44       12.70       10.72        0.39    ","  2547","74190714",".99    5","189491836.12"
"20110805-220605","FIN","201132011070120110805    9013683849.57    2457010881.43     ","   2.68   ","    "," 2",".55 ","       0",".27     791364223.38  734979933002.22    7751106074.32    915955748    961654080","zPSKxuQPKLdcYKhjCPHjzsQQUiabaLiePNrkXAyJNkRxhIAnEsrNNzk     ","","","","","","","2011","3","20110701","20110805","    9013683849.57","    2457010881.43","        2.68","        2.55","        0.27","     791364223.38","  734979933002.22","    7751106074.32","    915955748","    961654080","zPSKxuQPKLdcYKhjCPHjzsQQUiabaLiePNrkXAyJNkRxhIAnEsrNNzk     ","201132011070120","110805","9013683849.57    2457010881.43        2.68        2.55        0.27    "," 79136","79933002",".22    7","751106074.32"
"20110806-182116","FIN","201132011070120110806    2784428137.17    1921748580.18     ","  15.06   ","    ","13",".98 ","       0",".69     398103684.05  639931418030.66     246021300.95    127643150    137453564","QNTZPHoTfMZVczuVeEHSxzHwJpyDM                               ","","","","","","","2011","3","20110701","20110806","    2784428137.17","    1921748580.18","       15.06","       13.98","        0.69","     398103684.05","  639931418030.66","     246021300.95","    127643150","    137453564","QNTZPHoTfMZVczuVeEHSxzHwJpyDM                               ","201132011070120","110806","2784428137.17    1921748580.18       15.06       13.98        0.69    "," 39810","31418030",".66     ","246021300.95"
"20110806-182218","FIN","201132011070120110806    9922886676.27     926391492.36     ","   1.47   ","    "," 1",".30 ","       0",".09     200939487.12  630772717238.25    9882701639.32    628510411    714453828","0000008826","","","","","","","2011","3","20110701","20110806","    9922886676.27","     926391492.36","        1.47","        1.30","        0.09","     200939487.12","  630772717238.25","    9882701639.32","    628510411","    714453828","0000008826","201132011070120","110806","9922886676.27     926391492.36        1.47        1.30        0.09    "," 20093","72717238",".25    9","882701639.32"
"20110807-165005","FIN","201132011070120110807     750792683.55     274607093.09     ","   1.09   ","    "," 1",".03 ","       0",".37     751748663.51  505371608864.72    6017146641.34    252330440    266932453","XOODrRXJRlEOrUaxuNggNMCZGKJPUfHYzcCNQePGrGpXlw              ","","","","","","","2011","3","20110701","20110807","     750792683.55","     274607093.09","        1.09","        1.03","        0.37","     751748663.51","  505371608864.72","    6017146641.34","    252330440","    266932453","XOODrRXJRlEOrUaxuNggNMCZGKJPUfHYzcCNQePGrGpXlw              ","201132011070120","110807"," 750792683.55     274607093.09        1.09        1.03        0.37    "," 75174","71608864",".72    6","017146641.34"
"20110809-011704","FIN","201132011070120110809    4559466902.52     703272610.87     ","   1.77   ","    "," 1",".55 ","       0",".15     749915231.78  864659089324.52    5021777767.95    398434480    453548852","MDuuGfVfIoySDIBYIEwjelEbKyS                                 ","","","","","","","2011","3","20110701","20110809","    4559466902.52","     703272610.87","        1.77","        1.55","        0.15","     749915231.78","  864659089324.52","    5021777767.95","    398434480","    453548852","MDuuGfVfIoySDIBYIEwjelEbKyS                                 ","201132011070120","110809","4559466902.52     703272610.87        1.77        1.55        0.15    "," 74991","59089324",".52    5","021777767.95"
"20110809-085521","FIN","201132011070120110809    9340930204.18    4301106931.60     "," 351.49   ","    ","11",".22 ","       0",".46     239971291.84  309165773347.85    4329761505.42     12236647     13820176","TDibzadroiZQfduoxBGqpURHeWXbXAzYzsAgQoRiMPabvoDEBIuLpkgOm   ","","","","","","","2011","3","20110701","20110809","    9340930204.18","    4301106931.60","      351.49","      311.22","        0.46","     239971291.84","  309165773347.85","    4329761505.42","     12236647","     13820176","TDibzadroiZQfduoxBGqpURHeWXbXAzYzsAgQoRiMPabvoDEBIuLpkgOm   ","201132011070120","110809","9340930204.18    4301106931.60      351.49      311.22        0.46    "," 23997","65773347",".85    4","329761505.42"
"20110809-105253","FIN","201132011070120110809    5471823678.96     607210231.87     ","   0.76   ","    "," 0",".70 ","       0",".11     872211161.79  972928909450.14    6518668465.45    795872403    866059057","0000014520","","","","","","","2011","3","20110701","20110809","    5471823678.96","     607210231.87","        0.76","        0.70","        0.11","     872211161.79","  972928909450.14","    6518668465.45","    795872403","    866059057","0000014520","201132011070120","110809","5471823678.96     607210231.87        0.76        0.70        0.11    "," 87221","28909450",".14    6","518668465.45"
"20110809-154917","FIN","201132011070120110809    5774468993.55     403547577.52     ","   0.55   ","    "," 0",".54 ","       0",".07     555140915.11  186865962337.42     826606749.22    731620780    742708655","pVITjRgRfxKBtlnuNDQCOWQP                                    ","","","","","","","2011","3","20110701","20110809","    5774468993.55","     403547577.52","        0.55","        0.54","        0.07","     555140915.11","  186865962337.42","     826606749.22","    731620780","    742708655","pVITjRgRfxKBtlnuNDQCOWQP                                    ","201132011070120","110809","5774468993.55     403547577.52        0.55        0.54        0.07    "," 55514","65962337",".42     ","826606749.22"
"20110809-173212","FIN","201132011070120110809    1120793326.53     678261598.36     ","   0.97   ","    "," 0",".94 ","       0",".61     856265085.66   72144161473.41    3458739001.77    698266988    719032155","0000000382","","","","","","","2011","3","20110701","20110809","    1120793326.53","     678261598.36","        0.97","        0.94","        0.61","     856265085.66","   72144161473.41","    3458739001.77","    698266988","    719032155","0000000382","201132011070120","110809","1120793326.53     678261598.36        0.97        0.94        0.61    "," 85626","44161473",".41    3","458739001.77"
"20110809-201738","FIN","201132011070120110809    5400074018.54     824204165.93     ","   1.01   ","    "," 0",".87 ","       0",".15     721215060.88   11904163512.30    8088037517.62    812450170    948270455","UITOqvuWFmuPfSFvaFDvDmGSTVufKnjXEsrPmIpPVilK                ","","","","","","","2011","3","20110701","20110809","    5400074018.54","     824204165.93","        1.01","        0.87","        0.15","     721215060.88","   11904163512.30","    8088037517.62","    812450170","    948270455","UITOqvuWFmuPfSFvaFDvDmGSTVufKnjXEsrPmIpPVilK                ","201132011070120","110809","5400074018.54     824204165.93        1.01        0.87        0.15    "," 72121","04163512",".30    8","088037517.62"
"20110810-015137","FIN","201132011070120110810    6408804028.05    4057798002.51     ","   5.66   ","    "," 5",".16 ","       0",".63     374718221.91   64407471407.65    6137222422.98    717284709    786832284","0000034481","","","","","","","2011","3","20110701","20110810","    6408804028.05","    4057798002.51","        5.66","        5.16","        0.63","     374718221.91","   64407471407.65","    6137222422.98","    717284709","    786832284","0000034481","201132011070120","110810","6408804028.05    4057798002.51        5.66        5.16        0.63    "," 37471","07471407",".65    6","137222422.98"
"20110811-032213","FIN","201132011070120110811    5499955429.11    3462385766.64     ","   5.80   ","    "," 5",".21 ","       0",".63      25587630.23   47999130872.30     462267532.91    597318150    664486464","DlYrxlSxeqifigBCMSEgTTOM                                    ","","","","","","","2011","3","20110701","20110811","    5499955429.11","    3462385766.64","        5.80","        5.21","        0.63","      25587630.23","   47999130872.30","     462267532.91","    597318150","    664486464","DlYrxlSxeqifigBCMSEgTTOM                                    ","201132011070120","110811","5499955429.11    3462385766.64        5.80        5.21        0.63    ","  2558","99130872",".30     ","462267532.91"
"20110811-153102","FIN","201132011070120110811    6887679053.70    2673527784.05     ","   5.49   ","    "," 4",".69 ","       0",".39     568381552.85  935948462718.93    6495418580.13    487249243    570598971","MBFxsIWSlAIGIRaKiAEBvCKDPmhkriCDVqGWMyVoTKAeTaQWRvZ         ","","","","","","","2011","3","20110701","20110811","    6887679053.70","    2673527784.05","        5.49","        4.69","        0.39","     568381552.85","  935948462718.93","    6495418580.13","    487249243","    570598971","MBFxsIWSlAIGIRaKiAEBvCKDPmhkriCDVqGWMyVoTKAeTaQWRvZ         ","201132011070120","110811","6887679053.70    2673527784.05        5.49        4.69        0.39    "," 56838","48462718",".93    6","495418580.13"
"20110812-010806","FIN","201132011070120110812    5044238966.75     306436359.35     ","   0.63   ","    "," 0",".57 ","       0",".06     465779414.46  266130401656.01    9624607476.96    489089775    538255028","nLcRCfUhOEFFFwKeDLRXAf                                      ","","","","","","","2011","3","20110701","20110812","    5044238966.75","     306436359.35","        0.63","        0.57","        0.06","     465779414.46","  266130401656.01","    9624607476.96","    489089775","    538255028","nLcRCfUhOEFFFwKeDLRXAf                                      ","201132011070120","110812","5044238966.75     306436359.35        0.63        0.57        0.06    "," 46577","30401656",".01    9","624607476.96"
"20110813-054943","FIN","201132011070120110813    5961618541.13    3554617183.39     ","  47.67   ","    ","43",".26 ","       0",".60     375248711.20  208675326425.42    6825712557.56     74570838     82174655","JkTuHdawNkMIVrSSA                                           ","","","","","","","2011","3","20110701","20110813","    5961618541.13","    3554617183.39","       47.67","       43.26","        0.60","     375248711.20","  208675326425.42","    6825712557.56","     74570838","     82174655","JkTuHdawNkMIVrSSA                                           ","201132011070120","110813","5961618541.13    3554617183.39       47.67       43.26        0.60    "," 37524","75326425",".42    6","825712557.56"
"20110814-004311","FIN","201132011070120110814     866432383.62     235950386.88     ","   0.40   ","    "," 0",".35 ","       0",".27      50290579.96  177619152493.75    5026097876.88    596146024    671789381","HJdRJJSrPDYwIADjoR                                          ","","","","","","","2011","3","20110701","20110814","     866432383.62","     235950386.88","        0.40","        0.35","        0.27","      50290579.96","  177619152493.75","    5026097876.88","    596146024","    671789381","HJdRJJSrPDYwIADjoR                                          ","201132011070120","110814"," 866432383.62     235950386.88        0.40        0.35        0.27    ","  5029","19152493",".75    5","026097876.88"
"20110814-091729","FIN","201132011070120110814    2570581665.41     620929147.67     ","   1.16   ","    "," 1",".08 ","       0",".24     827930593.59    3819862259.49    4371773626.48    537244722    574873863","oDNqewyiveLdeVKxyTDVUqSiXPuFUKPBSNohtOLBcVPgnHrwADiqCfbvlE  ","","","","","","","2011","3","20110701","20110814","    2570581665.41","     620929147.67","        1.16","        1.08","        0.24","     827930593.59","    3819862259.49","    4371773626.48","    537244722","    574873863","oDNqewyiveLdeVKxyTDVUqSiXPuFUKPBSNohtOLBcVPgnHrwADiqCfbvlE  ","201132011070120","110814","2570581665.41     620929147.67        1.16        1.08        0.24    "," 82793","19862259",".49    4","371773626.48"
"20110814-175312","FIN","201132011070120110814    9553884370.50    1457464009.78     ","  11.69   ","    ","11",".15 ","       0",".15     404496285.27  356202240954.20    5075361452.91    124624748    130709683","qVvjuXUOlUaPcAUwXUzHVtHNGHcQKwHCNgXFOEFoxDBPkeslRqVKvdJ     ","","","","","","","2011","3","20110701","20110814","    9553884370.50","    1457464009.78","       11.69","       11.15","        0.15","     404496285.27","  356202240954.20","    5075361452.91","    124624748","    130709683","qVvjuXUOlUaPcAUwXUzHVtHNGHcQKwHCNgXFOEFoxDBPkeslRqVKvdJ     ","201132011070120","110814","9553884370.50    1457464009.78       11.69       11.15        0.15    "," 40449","02240954",".20    5","075361452.91"
"20110815-051703","FIN","201132011070120110815    8831090067.28    4043333811.25     ","   6.35   ","    "," 5",".92 ","       0",".46     481365705.34  986910663249.73    9214287863.01    636996355    682810780","0000017060","","","","","","","2011","3","20110701","20110815","    8831090067.28","    4043333811.25","        6.35","        5.92","        0.46","     481365705.34","  986910663249.73","    9214287863.01","    636996355","    682810780","0000017060","201132011070120","110815","8831090067.28    4043333811.25        6.35        5.92        0.46    "," 48136","10663249",".73    9","214287863.01"
"20110815-095140","FIN","201132011070120110815    2676721737.84    1271368361.16     ","   1.75   ","    "," 1",".57 ","       0",".47     129534902.35  231385599383.47    5216526334.34    728241945    807508575","0000033881","","","","","","","2011","3","20110701","20110815","    2676721737.84","    1271368361.16","        1.75","        1.57","        0.47","     129534902.35","  231385599383.47","    5216526334.34","    728241945","    807508575","0000033881","201132011070120","110815","2676721737.84    1271368361.16        1.75        1.57        0.47    "," 12953","85599383",".47    5","216526334.34"
"20110815-101959","FIN","201132011070120110815    4929851341.53    2462684445.12     ","   4.61   ","    "," 4",".07 ","       0",".50     180545974.47  868794711647.61    4070663587.33    534024449    605418019","OEDoguAeIGTqcweDRrwtHaTBmbrLmiGTPggmHhzYHBFuIlTurYCsYHOe    ","","","","","","","2011","3","20110701","20110815","    4929851341.53","    2462684445.12","        4.61","        4.07","        0.50","     180545974.47","  868794711647.61","    4070663587.33","    534024449","    605418019","OEDoguAeIGTqcweDRrwtHaTBmbrLmiGTPggmHhzYHBFuIlTurYCsYHOe    ","201132011070120","110815","4929851341.53    2462684445.12        4.61        4.07        0.50    "," 18054","94711647",".61    4","070663587.33"
"20110815-135203","FIN","201132011070120110815    3953623120.59      53259704.94     ","   0.06   ","    "," 0",".05 ","       0",".01     979376621.43  975956746427.88    2454851659.78    936274431   1023869634","0000031653","","","","","","","2011","3","20110701","20110815","    3953623120.59","      53259704.94","        0.06","        0.05","        0.01","     979376621.43","  975956746427.88","    2454851659.78","    936274431","   1023869634","0000031653","201132011070120","110815","3953623120.59      53259704.94        0.06        0.05        0.01    "," 97937","56746427",".88    2","454851659.78"
"20110815-210437","FIN","201132011070120110815    4057498391.41    1861443737.93     ","   2.09   ","    "," 1",".75 ","       0",".46     697178156.81   15085082534.90     240833945.87    891887406   1064735273","wDuPWkDnjQzblmhfhNhSGWNfBkBkhDryIPPqoJlsDZBVjDuRSSpzDo      ","","","","","","","2011","3","20110701","20110815","    4057498391.41","    1861443737.93","        2.09","        1.75","        0.46","     697178156.81","   15085082534.90","     240833945.87","    891887406","   1064735273","wDuPWkDnjQzblmhfhNhSGWNfBkBkhDryIPPqoJlsDZBVjDuRSSpzDo      ","201132011070120","110815","4057498391.41    1861443737.93        2.09        1.75        0.46    "," 69717","85082534",".90     ","240833945.87"
"20110816-124807","FIN","201132011070120110816    5987079869.45    1061610087.39     ","   7.43   ","    "," 6",".36 ","       0",".18     408473103.07  616843791517.45    3495145037.73    142884733    166878551","0000000716","","","","","","","2011","3","20110701","20110816","    5987079869.45","    1061610087.39","        7.43","        6.36","        0.18","     408473103.07","  616843791517.45","    3495145037.73","    142884733","    166878551","0000000716","201132011070120","110816","5987079869.45    1061610087.39        7.43        6.36        0.18    "," 40847","43791517",".45    3","495145037.73"
"20110816-211146","FIN","201132011070120110816    5093509743.35    3232785552.81     ","  96.24   ","    ","95",".04 ","       0",".63     756262916.66  765303017333.70    2731496457.33     33591372     34013531","fUQhXDKaCvqwUsXgJztPsZZ                                     ","","","","","","","2011","3","20110701","20110816","    5093509743.35","    3232785552.81","       96.24","       95.04","        0.63","     756262916.66","  765303017333.70","    2731496457.33","     33591372","     34013531","fUQhXDKaCvqwUsXgJztPsZZ                                     ","201132011070120","110816","5093509743.35    3232785552.81       96.24       95.04        0.63    "," 75626","03017333",".70    2","731496457.33"
"20110816-220807","FIN","201132011070120110816     522743171.81     113173870.49     ","   0.48   ","    "," 0",".43 ","       0",".22     776545854.31  700569352554.95    4706155624.61    236166342    264341377","0000001540","","","","","","","2011","3","20110701","20110816","     522743171.81","     113173870.49","        0.48","        0.43","        0.22","     776545854.31","  700569352554.95","    4706155624.61","    236166342","    264341377","0000001540","201132011070120","110816"," 522743171.81     113173870.49        0.48        0.43        0.22    "," 77654","69352554",".95    4","706155624.61"
"20110817-072555","FIN","201132011070120110817    7371920888.67    3579726014.04     ","   4.82   ","    "," 4",".22 ","       0",".49     399508702.08  611050567024.05    3901006965.96    743202913    848653424","gIeGsWQyoQLpqfrMjWhSHoZqGRVBhVT                             ","","","","","","","2011","3","20110701","20110817","    7371920888.67","    3579726014.04","        4.82","        4.22","        0.49","     399508702.08","  611050567024.05","    3901006965.96","    743202913","    848653424","gIeGsWQyoQLpqfrMjWhSHoZqGRVBhVT                             ","201132011070120","110817","7371920888.67    3579726014.04        4.82        4.22        0.49    "," 39950","50567024",".05    3","901006965.96"
"20110817-091235","FIN","201132011070120110817    6513138836.61    1732885743.38     ","   2.83   ","    "," 2",".77 ","       0",".27     615930124.39  435046813658.35     281957278.52    611449018    624863592","JAZrDJADYtsGhbdfrWKMgIITRrYtGGPM                            ","","","","","","","2011","3","20110701","20110817","    6513138836.61","    1732885743.38","        2.83","        2.77","        0.27","     615930124.39","  435046813658.35","     281957278.52","    611449018","    624863592","JAZrDJADYtsGhbdfrWKMgIITRrYtGGPM                            ","201132011070120","110817","6513138836.61    1732885743.38        2.83        2.77        0.27    "," 61593","46813658",".35     ","281957278.52"
"20110818-162536","FIN","201132011070120110818    1529697635.94     549426462.58     ","   0.84   ","    "," 0",".77 ","       0",".36     690471979.02  725358117163.94    1426389300.31    654766897    714464298","ykCpRLgVyjMfqaAbIDFKjDRtiEppdFJoj                           ","","","","","","","2011","3","20110701","20110818","    1529697635.94","     549426462.58","        0.84","        0.77","        0.36","     690471979.02","  725358117163.94","    1426389300.31","    654766897","    714464298","ykCpRLgVyjMfqaAbIDFKjDRtiEppdFJoj                           ","201132011070120","110818","1529697635.94     549426462.58        0.84        0.77        0.36    "," 69047","58117163",".94    1","426389300.31"
"20110818-205200","FIN","201132011070120110818    6526530654.01     189799987.44     ","   0.76   ","    "," 0",".70 ","       0",".03     209312868.51  787670594391.41    9037496490.61    251162240    272863807","hyDtNDrCOdykBsjlZlKyLCDhSUHpKHDIMjSWqKZBHeQjxI              ","","","","","","","2011","3","20110701","20110818","    6526530654.01","     189799987.44","        0.76","        0.70","        0.03","     209312868.51","  787670594391.41","    9037496490.61","    251162240","    272863807","hyDtNDrCOdykBsjlZlKyLCDhSUHpKHDIMjSWqKZBHeQjxI              ","201132011070120","110818","6526530654.01     189799987.44        0.76        0.70        0.03    "," 20931","70594391",".41    9","037496490.61"
"20110818-215046","FIN","201132011070120110818     192002862.62      30907857.02     ","   0.12   ","    "," 0",".10 ","       0",".16     774044710.67  388385147030.45    3503701800.84    262547927    300730513","0000032431","","","","","","","2011","3","20110701","20110818","     192002862.62","      30907857.02","        0.12","        0.10","        0.16","     774044710.67","  388385147030.45","    3503701800.84","    262547927","    300730513","0000032431","201132011070120","110818"," 192002862.62      30907857.02        0.12        0.10        0.16    "," 77404","85147030",".45    3","503701800.84"
"20110819-020503","FIN","201132011070120110819    6928144422.96    1073691738.29     ","   2.04   ","    "," 2",".04 ","       0",".15      42346816.82  342410867144.69    7791493860.20    525557600    526740498","0000033767","","","","","","","2011","3","20110701","20110819","    6928144422.96","    1073691738.29","        2.04","        2.04","        0.15","      42346816.82","  342410867144.69","    7791493860.20","    525557600","    526740498","0000033767","201132011070120","110819","6928144422.96    1073691738.29        2.04        2.04        0.15    ","  4234","10867144",".69    7","791493860.20"
"20110819-111107","FIN","201132011070120110819    8637911929.33    5694125362.00     ","   7.00   ","    "," 6",".74 ","       0",".66     616312884.04   26001620036.31    3340596012.46    813298283    844406262","QPEtyEYCWIIBITXSTNereEBMDSTJkneaLT                          ","","","","","","","2011","3","20110701","20110819","    8637911929.33","    5694125362.00","        7.00","        6.74","        0.66","     616312884.04","   26001620036.31","    3340596012.46","    813298283","    844406262","QPEtyEYCWIIBITXSTNereEBMDSTJkneaLT                          ","201132011070120","110819","8637911929.33    5694125362.00        7.00        6.74        0.66    "," 61631","01620036",".31    3","340596012.46"
"20060731-212359","FIN","200632006070120060731    8198734032.72     547903601.45     ","   0.57   ","    "," 0",".54 ","       0",".07     124484570.04  415590095842.77    6828945547.67    967072331   1015103790","0000019261","","","","","","","2006","3","20060701","20060731","    8198734032.72","     547903601.45","        0.57","        0.54","        0.07","     124484570.04","  415590095842.77","    6828945547.67","    967072331","   1015103790","0000019261","200632006070120","060731","8198734032.72     547903601.45        0.57        0.54        0.07    "," 12448","90095842",".77    6","828945547.67"
"20060801-053020","FIN","200632006070120060801     923966676.41     616460750.60     ","   0.73   ","    "," 0",".63 ","       0",".67     701390218.21  380278780828.01    8609141409.50    841810984    980013379","0000011109","","","","","","","2006","3","20060701","20060801","     923966676.41","     616460750.60","        0.73","        0.63","        0.67","     701390218.21","  380278780828.01","    8609141409.50","    841810984","    980013379","0000011109","200632006070120","060801"," 923966676.41     616460750.60        0.73        0.63        0.67    "," 70139","78780828",".01    8","609141409.50"
"20060801-091956","FIN","200632006070120060801    4951068612.34     988858586.05     ","   4.18   ","    "," 3",".52 ","       0",".20     104551301.94  609671335407.80    1783447408.19    236367897    281257160","wpUKTWbTsVJvfZyhKJFAhlTDxFTPqSUPIPi                         ","","","","","","","2006","3","20060701","20060801","    4951068612.34","     988858586.05","        4.18","        3.52","        0.20","     104551301.94","  609671335407.80","    1783447408.19","    236367897","    281257160","wpUKTWbTsVJvfZyhKJFAhlTDxFTPqSUPIPi                         ","200632006070120","060801","4951068612.34     988858586.05        4.18        3.52        0.20    "," 10455","71335407",".80    1","783447408.19"
"20060801-131904","FIN","200632006070120060801    5724581544.54     415912190.37     ","   1.90   ","    "," 1",".83 ","       0",".07     569878850.51   88992508665.28    6661696637.04    218621094    227013315","DFqeLVTinIJswmQpaLCySALTThJbqrUHcLKrf                       ","","","","","","","2006","3","20060701","20060801","    5724581544.54","     415912190.37","        1.90","        1.83","        0.07","     569878850.51","   88992508665.28","    6661696637.04","    218621094","    227013315","DFqeLVTinIJswmQpaLCySALTThJbqrUHcLKrf                       ","200632006070120","060801","5724581544.54     415912190.37        1.90        1.83        0.07    "," 56987","92508665",".28    6","661696637.04"
"20060802-073104","FIN","200632006070120060802    7541933448.97    3489803706.49     ","  80.50   ","    ","67",".25 ","       0",".46     934255759.80  880253618264.82    1896687818.85     43350481     51892962","dPxHUKoUfwLPVSWBAzTtdTMi                                    ","","","","","","","2006","3","20060701","20060802","    7541933448.97","    3489803706.49","       80.50","       67.25","        0.46","     934255759.80","  880253618264.82","    1896687818.85","     43350481","     51892962","dPxHUKoUfwLPVSWBAzTtdTMi                                    ","200632006070120","060802","7541933448.97    3489803706.49       80.50       67.25        0.46    "," 93425","53618264",".82    1","896687818.85"
"20060802-165554","FIN","200632006070120060802    9274684223.26    6303461736.48     ","   7.65   ","    "," 6",".71 ","       0",".68     977763082.42   60871325442.57    6867873699.28    824226075    939934514","VmRVwAsKJZJSfCE                                             ","","","","","","","2006","3","20060701","20060802","    9274684223.26","    6303461736.48","        7.65","        6.71","        0.68","     977763082.42","   60871325442.57","    6867873699.28","    824226075","    939934514","VmRVwAsKJZJSfCE                                             ","200632006070120","060802","9274684223.26    6303461736.48        7.65        6.71        0.68    "," 97776","71325442",".57    6","867873699.28"
"20060802-184759","FIN","200632006070120060802    6554996172.07    1525658706.87     ","   2.14   ","    "," 2",".04 ","       0",".23     159877970.27  719342774748.23     457444726.50    712805418    747522675","0000029298","","","","","","","2006","3","20060701","20060802","    6554996172.07","    1525658706.87","        2.14","        2.04","        0.23","     159877970.27","  719342774748.23","     457444726.50","    712805418","    747522675","0000029298","200632006070120","060802","6554996172.07    1525658706.87        2.14        2.04        0.23    "," 15987","42774748",".23     ","457444726.50"
"20060803-025000","FIN","200632006070120060803     683927841.98     147629141.67     ","   0.17   ","    "," 0",".16 ","       0",".22     305528357.84   31489811336.91    1624288533.63    860008815    926069938","bIPRbMLlkldyaGhpJFlDeeerWRayBKLAPyAfIBybwgAE                ","","","","","","","2006","3","20060701","20060803","     683927841.98","     147629141.67","        0.17","        0.16","        0.22","     305528357.84","   31489811336.91","    1624288533.63","    860008815","    926069938","bIPRbMLlkldyaGhpJFlDeeerWRayBKLAPyAfIBybwgAE                ","200632006070120","060803"," 683927841.98     147629141.67        0.17        0.16        0.22    "," 30552","89811336",".91    1","624288533.63"
"20060803-032744","FIN","200632006070120060803    1646878842.16     508490199.28     ","  33.49   ","    ","29",".61 ","       0",".31     817920861.82  953231874920.57    1323193744.42     15181800     17170800","cPRBSpwOdfHuVwjTKTDkgeWvPUaSNFKWy                           ","","","","","","","2006","3","20060701","20060803","    1646878842.16","     508490199.28","       33.49","       29.61","        0.31","     817920861.82","  953231874920.57","    1323193744.42","     15181800","     17170800","cPRBSpwOdfHuVwjTKTDkgeWvPUaSNFKWy                           ","200632006070120","060803","1646878842.16     508490199.28       33.49       29.61        0.31    "," 81792","31874920",".57    1","323193744.42"
"20060804-010530","FIN","200632006070120060804    8581966338.96    2701517699.92     ","  74.07   ","    ","73",".98 ","       0",".31     273382472.99  168739169103.17    4192819055.15     36474931     36517343","0000012160","","","","","","","2006","3","20060701","20060804","    8581966338.96","    2701517699.92","       74.07","       73.98","        0.31","     273382472.99","  168739169103.17","    4192819055.15","     36474931","     36517343","0000012160","200632006070120","060804","8581966338.96    2701517699.92       74.07       73.98        0.31    "," 27338","39169103",".17    4","192819055.15"
"20060804-114018","FIN","200632006070120060804    7073093073.30    3490683797.34     ","   5.22   ","    "," 4",".65 ","       0",".49     838669344.36  379750098502.39    9389571418.65    669127439    750402659","0000035427","","","","","","","2006","3","20060701","20060804","    7073093073.30","    3490683797.34","        5.22","        4.65","        0.49","     838669344.36","  379750098502.39","    9389571418.65","    669127439","    750402659","0000035427","200632006070120","060804","7073093073.30    3490683797.34        5.22        4.65        0.49    "," 83866","50098502",".39    9","389571418.65"
"20060804-140834","FIN","200632006070120060804    5381989431.44     488437587.53     ","   0.62   ","    "," 0",".59 ","       0",".09     613134070.96  198826165197.13    3833337661.88    788168959    824041147","0000027909","","","","","","","2006","3","20060701","20060804","    5381989431.44","     488437587.53","        0.62","        0.59","        0.09","     613134070.96","  198826165197.13","    3833337661.88","    788168959","    824041147","0000027909","200632006070120","060804","5381989431.44     488437587.53        0.62        0.59        0.09    "," 61313","26165197",".13    3","833337661.88"
"20060804-143128","FIN","200632006070120060804    2569284486.54     316076620.01     ","   1.80   ","    "," 1",".79 ","       0",".12     908698232.29  829586381382.03    6571091112.91    175117896    176125768","0000036162","","","","","","","2006","3","20060701","20060804","    2569284486.54","     316076620.01","        1.80","        1.79","        0.12","     908698232.29","  829586381382.03","    6571091112.91","    175117896","    176125768","0000036162","200632006070120","060804","2569284486.54     316076620.01        1.80        1.79        0.12    "," 90869","86381382",".03    6","571091112.91"
